InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Date,Year,Month,Day,DayOfWeek,Hour,IsWeekend,TotalSales,InvoiceNo_encoded,StockCode_encoded,Description_encoded,CustomerID_encoded,Country_encoded,Date_encoded
543275,90184B,AMETHYST CHUNKY BEAD BRACELET W STR,1,2011-02-06 12:49:00,8.95,13584.0,United Kingdom,2011-02-06,2011,2,6,6,12,1,8.95,522,1834,92,370,27,48
543279,48173C,DOORMAT BLACK FLOCK ,2,2011-02-06 14:46:00,7.95,17105.0,United Kingdom,2011-02-06,2011,2,6,6,14,1,15.9,525,1534,460,1382,27,48
543281,20749,ASSORTED COLOUR MINI CASES,1,2011-02-06 15:34:00,7.95,14606.0,United Kingdom,2011-02-06,2011,2,6,6,15,1,7.95,526,76,110,673,27,48
543277,21717,EASTER TIN BUCKET,4,2011-02-06 14:33:00,2.55,15808.0,United Kingdom,2011-02-06,2011,2,6,6,14,1,10.2,524,376,500,1010,27,48
543275,21731,RED TOADSTOOL LED NIGHT LIGHT,2,2011-02-06 12:49:00,1.65,13584.0,United Kingdom,2011-02-06,2011,2,6,6,12,1,3.3,522,382,1308,370,27,48
543279,22079,RIBBON REEL HEARTS DESIGN ,5,2011-02-06 14:46:00,1.65,17105.0,United Kingdom,2011-02-06,2011,2,6,6,14,1,8.25,525,535,1345,1382,27,48
543281,21115,ROSE CARAVAN DOORSTOP,1,2011-02-06 15:34:00,6.75,14606.0,United Kingdom,2011-02-06,2011,2,6,6,15,1,6.75,526,160,1360,673,27,48
543276,22721,SET OF 3 CAKE TINS SKETCHBOOK,24,2011-02-06 13:57:00,4.25,16525.0,United Kingdom,2011-02-06,2011,2,6,6,13,1,102.0,523,956,1446,1217,27,48
543279,84992,72 SWEETHEART FAIRY CAKE CASES,12,2011-02-06 14:46:00,0.55,17105.0,United Kingdom,2011-02-06,2011,2,6,6,14,1,6.6000000000000005,525,1710,67,1382,27,48
543277,21657,MILK BOTTLE WITH GLASS STOPPER ,2,2011-02-06 14:33:00,6.95,15808.0,United Kingdom,2011-02-06,2011,2,6,6,14,1,13.9,524,351,956,1010,27,48
543279,79160,HEART SHAPE WIRELESS DOORBELL,2,2011-02-06 14:46:00,2.1,17105.0,United Kingdom,2011-02-06,2011,2,6,6,14,1,4.2,525,1568,761,1382,27,48
543300,22861,EASTER TIN CHICKS IN GARDEN,6,2011-02-07 11:42:00,1.65,13334.0,United Kingdom,2011-02-07,2011,2,7,0,11,0,9.899999999999999,528,1057,502,301,27,49
543306,21210,SET OF 72 RETROSPOT PAPER  DOILIES,1,2011-02-07 11:56:00,1.45,16686.0,United Kingdom,2011-02-07,2011,2,7,0,11,0,1.45,529,200,1501,1257,27,49
543371,22371,AIRLINE BAG VINTAGE TOKYO 78,1,2011-02-07 14:53:00,4.25,14048.0,United Kingdom,2011-02-07,2011,2,7,0,14,0,4.25,536,713,77,494,27,49
543369,22766,PHOTO FRAME CORNICE,3,2011-02-07 14:49:00,2.95,16255.0,United Kingdom,2011-02-07,2011,2,7,0,14,0,8.850000000000001,535,992,1134,1145,27,49
543358,22041,"RECORD FRAME 7"" SINGLE SIZE ",6,2011-02-07 14:04:00,4.96,Unknown,United Kingdom,2011-02-07,2011,2,7,0,14,0,29.759999999999998,534,516,1245,1705,27,49
543354,21174,POTTERING IN THE SHED METAL SIGN,12,2011-02-07 13:50:00,2.08,13458.0,United Kingdom,2011-02-07,2011,2,7,0,13,0,24.96,533,186,1224,330,27,49
543291,21527,RED RETROSPOT TRADITIONAL TEAPOT ,2,2011-02-07 10:50:00,7.95,14180.0,United Kingdom,2011-02-07,2011,2,7,0,10,0,15.9,527,307,1299,538,27,49
543345,22357,KINGS CHOICE BISCUIT TIN,1,2011-02-07 12:29:00,8.29,Unknown,United Kingdom,2011-02-07,2011,2,7,0,12,0,8.29,532,705,853,1705,27,49
543374,22663,JUMBO BAG DOLLY GIRL DESIGN,20,2011-02-07 15:05:00,1.95,16945.0,United Kingdom,2011-02-07,2011,2,7,0,15,0,39.0,537,916,827,1341,27,49
543358,22379,RECYCLING BAG RETROSPOT ,1,2011-02-07 14:04:00,4.13,Unknown,United Kingdom,2011-02-07,2011,2,7,0,14,0,4.13,534,720,1252,1705,27,49
543300,21843,RED RETROSPOT CAKE STAND,1,2011-02-07 11:42:00,10.95,13334.0,United Kingdom,2011-02-07,2011,2,7,0,11,0,10.95,528,430,1279,301,27,49
543325,21871,SAVE THE PLANET MUG,12,2011-02-07 12:22:00,1.25,17692.0,United Kingdom,2011-02-07,2011,2,7,0,12,0,15.0,531,441,1387,1549,27,49
543325,21874,GIN AND TONIC MUG,12,2011-02-07 12:22:00,1.25,17692.0,United Kingdom,2011-02-07,2011,2,7,0,12,0,15.0,531,442,649,1549,27,49
543379,22507,MEMO BOARD RETROSPOT  DESIGN,100,2011-02-07 15:37:00,3.86,18102.0,United Kingdom,2011-02-07,2011,2,7,0,15,0,179.0,538,805,946,1656,27,49
543309,84970S,HANGING HEART ZINC T-LIGHT HOLDER,2,2011-02-07 12:05:00,0.85,18118.0,United Kingdom,2011-02-07,2011,2,7,0,12,0,1.7,530,1702,736,1661,27,49
543371,21868,POTTING SHED TEA MUG,1,2011-02-07 14:53:00,1.25,14048.0,United Kingdom,2011-02-07,2011,2,7,0,14,0,1.25,536,439,1227,494,27,49
543309,21155,RED RETROSPOT PEG BAG,1,2011-02-07 12:05:00,2.55,18118.0,United Kingdom,2011-02-07,2011,2,7,0,12,0,2.55,530,172,1287,1661,27,49
543461,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,2,2011-02-08 13:35:00,2.46,Unknown,United Kingdom,2011-02-08,2011,2,8,1,13,0,4.92,545,996,1162,1705,27,50
543448,22726,ALARM CLOCK BAKELIKE GREEN,1,2011-02-08 12:12:00,8.29,Unknown,United Kingdom,2011-02-08,2011,2,8,1,12,0,8.29,541,960,81,1705,27,50
543399,85049G,CHOCOLATE BOX RIBBONS ,1,2011-02-08 11:07:00,2.46,Unknown,United Kingdom,2011-02-08,2011,2,8,1,11,0,2.46,540,1736,346,1705,27,50
543451,22188,BLACK HEART CARD HOLDER,1,2011-02-08 12:13:00,8.29,Unknown,United Kingdom,2011-02-08,2011,2,8,1,12,0,8.29,543,604,174,1705,27,50
543474,21314,SMALL GLASS HEART TRINKET POT,4,2011-02-08 15:09:00,2.1,14415.0,United Kingdom,2011-02-08,2011,2,8,1,15,0,8.4,548,237,1577,607,27,50
543450,22041,"RECORD FRAME 7"" SINGLE SIZE ",3,2011-02-08 12:12:00,4.96,Unknown,United Kingdom,2011-02-08,2011,2,8,1,12,0,14.879999999999999,542,516,1245,1705,27,50
543452,18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,6,2011-02-08 12:14:00,2.55,16037.0,United Kingdom,2011-02-08,2011,2,8,1,12,0,15.299999999999999,544,42,1789,1084,27,50
543448,22069,BROWN  PIRATE TREASURE CHEST ,1,2011-02-08 12:12:00,4.13,Unknown,United Kingdom,2011-02-08,2011,2,8,1,12,0,4.13,541,528,238,1705,27,50
543397,21915,RED  HARMONICA IN BOX ,1,2011-02-08 10:32:00,1.25,17859.0,United Kingdom,2011-02-08,2011,2,8,1,10,0,1.25,539,466,1254,1603,27,50
543399,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,2,2011-02-08 11:07:00,4.96,Unknown,United Kingdom,2011-02-08,2011,2,8,1,11,0,9.92,540,156,546,1705,27,50
543476,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,2011-02-08 15:24:00,2.95,13050.0,United Kingdom,2011-02-08,2011,2,8,1,15,0,17.700000000000003,549,918,1242,214,27,50
543470,21094,SET/6 RED SPOTTY PAPER PLATES,12,2011-02-08 14:58:00,0.85,16951.0,United Kingdom,2011-02-08,2011,2,8,1,14,0,10.2,547,153,1536,1343,27,50
543399,22870,NUMBER TILE COTTAGE GARDEN 2,1,2011-02-08 11:07:00,4.13,Unknown,United Kingdom,2011-02-08,2011,2,8,1,11,0,4.13,540,1062,1014,1705,27,50
543470,21829,DINOSAUR KEYRINGS ASSORTED,36,2011-02-08 14:58:00,0.21,16951.0,United Kingdom,2011-02-08,2011,2,8,1,14,0,7.56,547,426,442,1343,27,50
543451,20713,JUMBO BAG OWLS,4,2011-02-08 12:13:00,4.13,Unknown,United Kingdom,2011-02-08,2011,2,8,1,12,0,16.52,543,64,828,1705,27,50
543468,85066,CREAM SWEETHEART MINI CHEST,2,2011-02-08 14:45:00,12.75,14562.0,United Kingdom,2011-02-08,2011,2,8,1,14,0,25.5,546,1745,409,661,27,50
543461,22570,FELTCRAFT CUSHION RABBIT,1,2011-02-08 13:35:00,7.46,Unknown,United Kingdom,2011-02-08,2011,2,8,1,13,0,7.46,545,849,572,1705,27,50
543530,85061W,WHITE JEWELLED HEART DECORATION,6,2011-02-09 12:46:00,1.63,Unknown,United Kingdom,2011-02-09,2011,2,9,2,12,0,9.78,552,1742,1778,1705,27,51
543530,21980,PACK OF 12 RED RETROSPOT TISSUES ,1,2011-02-09 12:46:00,0.83,Unknown,United Kingdom,2011-02-09,2011,2,9,2,12,0,0.83,552,493,1046,1705,27,51
543546,22297,HEART IVORY TRELLIS SMALL,5,2011-02-09 16:52:00,2.46,Unknown,United Kingdom,2011-02-09,2011,2,9,2,16,0,12.3,558,668,757,1705,27,51
543530,84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE ,1,2011-02-09 12:46:00,4.13,Unknown,United Kingdom,2011-02-09,2011,2,9,2,12,0,4.13,552,1597,302,1705,27,51
543530,20716,PARTY FOOD SHOPPER BAG,1,2011-02-09 12:46:00,2.46,Unknown,United Kingdom,2011-02-09,2011,2,9,2,12,0,2.46,552,65,1112,1705,27,51
543543,20971,PINK BLUE FELT CRAFT TRINKET BOX,2,2011-02-09 15:33:00,1.25,17843.0,United Kingdom,2011-02-09,2011,2,9,2,15,0,2.5,557,106,1152,1600,27,51
543538,22795,SWEETHEART RECIPE BOOK STAND,2,2011-02-09 13:57:00,6.75,16143.0,United Kingdom,2011-02-09,2011,2,9,2,13,0,13.5,555,1012,1637,1114,27,51
543533,22961,JAM MAKING SET PRINTED,2,2011-02-09 13:00:00,3.29,Unknown,United Kingdom,2011-02-09,2011,2,9,2,13,0,6.58,553,1118,814,1705,27,51
543546,22625,RED KITCHEN SCALES,1,2011-02-09 16:52:00,16.63,Unknown,United Kingdom,2011-02-09,2011,2,9,2,16,0,16.63,558,889,1268,1705,27,51
543485,84968E,SET OF 16 VINTAGE BLACK CUTLERY,1,2011-02-09 10:19:00,12.75,15843.0,United Kingdom,2011-02-09,2011,2,9,2,10,0,12.75,551,1699,1429,1021,27,51
543533,21871,SAVE THE PLANET MUG,1,2011-02-09 13:00:00,3.29,Unknown,United Kingdom,2011-02-09,2011,2,9,2,13,0,3.29,553,441,1387,1705,27,51
543543,22472,TV DINNER TRAY DOLLY GIRL,1,2011-02-09 15:33:00,4.95,17843.0,United Kingdom,2011-02-09,2011,2,9,2,15,0,4.95,557,782,1700,1600,27,51
543547,20828,GLITTER BUTTERFLY CLIPS,2,2011-02-09 16:57:00,2.55,17358.0,United Kingdom,2011-02-09,2011,2,9,2,16,0,5.1,559,89,671,1449,27,51
543530,84946,ANTIQUE SILVER TEA GLASS ETCHED,4,2011-02-09 12:46:00,2.46,Unknown,United Kingdom,2011-02-09,2011,2,9,2,12,0,9.84,552,1691,101,1705,27,51
543540,22384,LUNCH BAG PINK POLKADOT,10,2011-02-09 14:44:00,1.65,17412.0,United Kingdom,2011-02-09,2011,2,9,2,14,0,16.5,556,725,915,1469,27,51
543484,21086,SET/6 RED SPOTTY PAPER CUPS,12,2011-02-09 10:11:00,0.65,12721.0,France,2011-02-09,2011,2,9,2,10,0,7.800000000000001,550,149,1535,124,9,51
543535,85214,TUB 24 PINK FLOWER PEGS,1,2011-02-09 13:37:00,1.65,17537.0,United Kingdom,2011-02-09,2011,2,9,2,13,0,1.65,554,1797,1696,1499,27,51
543645,22384,LUNCH BAG PINK POLKADOT,4,2011-02-10 17:54:00,1.65,17609.0,United Kingdom,2011-02-10,2011,2,10,3,17,0,6.6,573,725,915,1521,27,52
543553,21495,SKULLS AND CROSSBONES WRAP,25,2011-02-10 10:08:00,0.42,16359.0,United Kingdom,2011-02-10,2011,2,10,3,10,0,10.5,560,294,1567,1172,27,52
543592,72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,6,2011-02-10 11:57:00,4.25,17243.0,United Kingdom,2011-02-10,2011,2,10,3,11,0,25.5,566,1558,1019,1417,27,52
543591,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-02-10 11:46:00,1.69,13854.0,United Kingdom,2011-02-10,2011,2,10,3,11,0,27.04,565,1678,109,443,27,52
543594,22813,PACK 3 BOXES BIRD PANNETONE ,24,2011-02-10 12:15:00,1.95,18093.0,United Kingdom,2011-02-10,2011,2,10,3,12,0,46.8,568,1026,1035,1653,27,52
543592,22721,SET OF 3 CAKE TINS SKETCHBOOK,4,2011-02-10 11:57:00,4.95,17243.0,United Kingdom,2011-02-10,2011,2,10,3,11,0,19.8,566,956,1446,1417,27,52
543629,21035,SET/2 RED RETROSPOT TEA TOWELS ,1,2011-02-10 15:55:00,6.25,Unknown,United Kingdom,2011-02-10,2011,2,10,3,15,0,6.25,571,129,1510,1705,27,52
543631,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,3,2011-02-10 16:17:00,2.1,14081.0,United Kingdom,2011-02-10,2011,2,10,3,16,0,6.300000000000001,572,1121,27,506,27,52
543598,82578,KITCHEN METAL SIGN,12,2011-02-10 13:06:00,0.55,18230.0,United Kingdom,2011-02-10,2011,2,10,3,13,0,6.6000000000000005,569,1582,855,1692,27,52
543565,22698,PINK REGENCY TEACUP AND SAUCER,6,2011-02-10 10:40:00,2.95,14431.0,United Kingdom,2011-02-10,2011,2,10,3,10,0,17.700000000000003,562,939,1181,613,27,52
543600,21086,SET/6 RED SPOTTY PAPER CUPS,5,2011-02-10 13:19:00,0.65,18168.0,United Kingdom,2011-02-10,2011,2,10,3,13,0,3.25,570,149,1535,1674,27,52
543593,21094,SET/6 RED SPOTTY PAPER PLATES,24,2011-02-10 12:13:00,0.85,14465.0,United Kingdom,2011-02-10,2011,2,10,3,12,0,20.4,567,153,1536,626,27,52
543588,22651,GENTLEMAN SHIRT REPAIR KIT ,100,2011-02-10 11:40:00,0.72,17381.0,United Kingdom,2011-02-10,2011,2,10,3,11,0,103.67999999999999,564,908,644,1461,27,52
543629,22197,SMALL POPCORN HOLDER,2,2011-02-10 15:55:00,1.63,Unknown,United Kingdom,2011-02-10,2011,2,10,3,15,0,3.26,571,612,1585,1705,27,52
543587,48184,DOORMAT ENGLISH ROSE ,2,2011-02-10 11:39:00,7.95,12561.0,Germany,2011-02-10,2011,2,10,3,11,0,15.9,563,1535,461,71,10,52
543555,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,2011-02-10 10:18:00,1.95,17686.0,United Kingdom,2011-02-10,2011,2,10,3,10,0,19.5,561,1752,821,1547,27,52
543629,22650,CERAMIC PIRATE CHEST MONEY BANK,1,2011-02-10 15:55:00,3.29,Unknown,United Kingdom,2011-02-10,2011,2,10,3,15,0,3.29,571,907,290,1705,27,52
C543768,22794,SWEETHEART WIRE MAGAZINE RACK,-1,2011-02-11 15:20:00,7.95,14497.0,United Kingdom,2011-02-11,2011,2,11,4,15,0,-7.95,3642,1011,1638,635,27,53
543713,84029E,RED WOOLLY HOTTIE WHITE HEART.,6,2011-02-11 11:46:00,7.46,Unknown,United Kingdom,2011-02-11,2011,2,11,4,11,0,44.76,579,1592,1311,1705,27,53
543668,22666,RECIPE BOX PANTRY YELLOW DESIGN,2,2011-02-11 11:17:00,2.95,18118.0,United Kingdom,2011-02-11,2011,2,11,4,11,0,5.9,578,918,1242,1661,27,53
543777,90011B,BLACK CRYSTAL DROP EARRINGS,1,2011-02-11 16:19:00,2.95,15406.0,United Kingdom,2011-02-11,2011,2,11,4,16,0,2.95,584,1805,172,892,27,53
543770,20727,LUNCH BAG  BLACK SKULL.,10,2011-02-11 15:39:00,1.65,13875.0,United Kingdom,2011-02-11,2011,2,11,4,15,0,16.5,583,73,908,448,27,53
543660,85129D,BEADED CRYSTAL HEART PINK SMALL,2,2011-02-11 10:40:00,2.46,Unknown,United Kingdom,2011-02-11,2011,2,11,4,10,0,4.92,577,1759,152,1705,27,53
543660,22199,FRYING PAN RED RETROSPOT,1,2011-02-11 10:40:00,8.29,Unknown,United Kingdom,2011-02-11,2011,2,11,4,10,0,8.29,577,614,633,1705,27,53
C543661,22423,REGENCY CAKESTAND 3 TIER,-3,2011-02-11 10:41:00,10.95,12471.0,Germany,2011-02-11,2011,2,11,4,10,0,-7.960999999999998,3641,745,1315,38,10,53
543653,21907,I'M ON HOLIDAY METAL SIGN,1,2011-02-11 10:26:00,2.1,14796.0,United Kingdom,2011-02-11,2011,2,11,4,10,0,2.1,576,462,792,726,27,53
543777,22523,CHILDS GARDEN FORK PINK,6,2011-02-11 16:20:00,0.85,15406.0,United Kingdom,2011-02-11,2011,2,11,4,16,0,5.1,584,816,337,892,27,53
543733,85232A,SET/3 POLKADOT STACKING TINS,3,2011-02-11 12:16:00,4.95,12395.0,Belgium,2011-02-11,2011,2,11,4,12,0,14.850000000000001,581,1801,1513,15,1,53
543652,22706,WRAP COWBOYS  ,25,2011-02-11 10:15:00,0.42,15544.0,United Kingdom,2011-02-11,2011,2,11,4,10,0,10.5,575,945,1829,935,27,53
543660,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,1,2011-02-11 10:40:00,19.96,Unknown,United Kingdom,2011-02-11,2011,2,11,4,10,0,19.96,577,623,259,1705,27,53
C543791,21735,TWO DOOR CURIO CABINET,-2,2011-02-11 17:13:00,10.95,15270.0,United Kingdom,2011-02-11,2011,2,11,4,17,0,-7.960999999999998,3643,384,1702,864,27,53
543734,22917,HERB MARKER ROSEMARY,12,2011-02-11 12:22:00,0.65,17512.0,United Kingdom,2011-02-11,2011,2,11,4,12,0,7.800000000000001,582,1086,769,1492,27,53
543732,22507,MEMO BOARD RETROSPOT  DESIGN,1,2011-02-11 12:02:00,10.79,Unknown,United Kingdom,2011-02-11,2011,2,11,4,12,0,10.79,580,805,946,1705,27,53
543651,21830,ASSORTED CREEPY CRAWLIES,24,2011-02-11 10:06:00,0.42,16306.0,United Kingdom,2011-02-11,2011,2,11,4,10,0,10.08,574,427,112,1154,27,53
543812,22667,RECIPE BOX RETROSPOT ,1,2011-02-13 14:40:00,2.95,17472.0,United Kingdom,2011-02-13,2011,2,13,6,14,1,2.95,590,919,1243,1483,27,54
543814,22971,QUEENS GUARD COFFEE MUG,12,2011-02-13 15:17:00,2.55,15640.0,United Kingdom,2011-02-13,2011,2,13,6,15,1,30.599999999999998,591,1127,1235,960,27,54
543803,22230,JIGSAW TREE WITH WATERING CAN,5,2011-02-13 12:05:00,0.85,17126.0,United Kingdom,2011-02-13,2011,2,13,6,12,1,4.25,588,630,819,1386,27,54
543803,85206A,CREAM FELT EASTER EGG BASKET,12,2011-02-13 12:05:00,1.65,17126.0,United Kingdom,2011-02-13,2011,2,13,6,12,1,19.799999999999997,588,1795,404,1386,27,54
543812,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,2011-02-13 14:40:00,2.95,17472.0,United Kingdom,2011-02-13,2011,2,13,6,14,1,2.95,590,918,1242,1483,27,54
543814,22972,CHILDREN'S SPACEBOY MUG,6,2011-02-13 15:17:00,1.65,15640.0,United Kingdom,2011-02-13,2011,2,13,6,15,1,9.899999999999999,591,1128,321,960,27,54
543802,22464,HANGING METAL HEART LANTERN,1,2011-02-13 12:03:00,1.65,13742.0,United Kingdom,2011-02-13,2011,2,13,6,12,1,1.65,587,774,740,411,27,54
543800,21669,BLUE STRIPE CERAMIC DRAWER KNOB,6,2011-02-13 11:36:00,1.25,17282.0,United Kingdom,2011-02-13,2011,2,13,6,11,1,7.5,586,354,213,1430,27,54
543815,82581,TOILET METAL SIGN,2,2011-02-13 15:18:00,0.55,17255.0,United Kingdom,2011-02-13,2011,2,13,6,15,1,1.1,592,1584,1659,1423,27,54
543802,22553,PLASTERS IN TIN SKULLS,4,2011-02-13 12:03:00,1.65,13742.0,United Kingdom,2011-02-13,2011,2,13,6,12,1,6.6,587,833,1198,411,27,54
543804,22624,IVORY KITCHEN SCALES,2,2011-02-13 12:17:00,8.5,16434.0,United Kingdom,2011-02-13,2011,2,13,6,12,1,17.0,589,888,801,1193,27,54
543800,22082,RIBBON REEL STRIPES DESIGN ,10,2011-02-13 11:36:00,1.65,17282.0,United Kingdom,2011-02-13,2011,2,13,6,11,1,16.5,586,538,1350,1430,27,54
543800,85206A,CREAM FELT EASTER EGG BASKET,2,2011-02-13 11:36:00,1.65,17282.0,United Kingdom,2011-02-13,2011,2,13,6,11,1,3.3,586,1795,404,1430,27,54
543800,21791,VINTAGE HEADS AND TAILS CARD GAME ,48,2011-02-13 11:36:00,1.25,17282.0,United Kingdom,2011-02-13,2011,2,13,6,11,1,60.0,586,409,1737,1430,27,54
543816,47590A,BLUE HAPPY BIRTHDAY BUNTING,1,2011-02-13 15:26:00,5.45,17841.0,United Kingdom,2011-02-13,2011,2,13,6,15,1,5.45,593,1523,192,1599,27,54
543800,21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,2,2011-02-13 11:36:00,2.95,17282.0,United Kingdom,2011-02-13,2011,2,13,6,11,1,5.9,586,327,1405,1430,27,54
543797,21623,VINTAGE UNION JACK MEMOBOARD,2,2011-02-13 10:24:00,9.95,15465.0,United Kingdom,2011-02-13,2011,2,13,6,10,1,19.9,585,335,1753,910,27,54
543909,22894,TABLECLOTH RED APPLES DESIGN ,1,2011-02-14 12:32:00,8.29,Unknown,United Kingdom,2011-02-14,2011,2,14,0,12,0,8.29,599,1068,1646,1705,27,55
543911,21165,BEWARE OF THE CAT METAL SIGN ,12,2011-02-14 12:46:00,1.69,17829.0,United Arab Emirates,2011-02-14,2011,2,14,0,12,0,20.28,600,180,154,1594,26,55
543822,22960,JAM MAKING SET WITH JARS,24,2011-02-14 09:24:00,3.75,12507.0,Spain,2011-02-14,2011,2,14,0,9,0,90.0,594,1117,815,49,23,55
543909,21812,GARLAND WITH HEARTS AND BELLS,1,2011-02-14 12:32:00,9.96,Unknown,United Kingdom,2011-02-14,2011,2,14,0,12,0,9.96,599,417,642,1705,27,55
543909,84923,PINK BUTTERFLY HANDBAG W BOBBLES,1,2011-02-14 12:32:00,4.13,Unknown,United Kingdom,2011-02-14,2011,2,14,0,12,0,4.13,599,1685,1154,1705,27,55
543909,22778,GLASS CLOCHE SMALL,1,2011-02-14 12:32:00,8.29,Unknown,United Kingdom,2011-02-14,2011,2,14,0,12,0,8.29,599,1001,663,1705,27,55
543900,POST,POSTAGE,3,2011-02-14 12:11:00,18.0,12621.0,Germany,2011-02-14,2011,2,14,0,12,0,54.0,598,1856,1223,89,10,55
543825,22381,TOY TIDY PINK POLKADOT,4,2011-02-14 09:33:00,2.1,16098.0,United Kingdom,2011-02-14,2011,2,14,0,9,0,8.4,595,722,1667,1100,27,55
543909,84510E,SET OF 4 GREEN CAROUSEL COASTERS,1,2011-02-14 12:32:00,2.46,Unknown,United Kingdom,2011-02-14,2011,2,14,0,12,0,2.46,599,1627,1465,1705,27,55
543828,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-02-14 09:45:00,0.85,14156.0,EIRE,2011-02-14,2011,2,14,0,9,0,8.5,597,70,1280,529,6,55
543825,22690,DOORMAT HOME SWEET HOME BLUE ,2,2011-02-14 09:33:00,7.95,16098.0,United Kingdom,2011-02-14,2011,2,14,0,9,0,15.9,595,932,465,1100,27,55
543909,22989,SET 2 PANTRY DESIGN TEA TOWELS,1,2011-02-14 12:32:00,6.25,Unknown,United Kingdom,2011-02-14,2011,2,14,0,12,0,6.25,599,1140,1407,1705,27,55
543826,90096,NECKLACE+BRACELET SET BLUE BLOSSOM,1,2011-02-14 09:41:00,2.46,Unknown,United Kingdom,2011-02-14,2011,2,14,0,9,0,2.46,596,1818,1006,1705,27,55
543978,22274,FELTCRAFT DOLL EMILY,2,2011-02-14 15:37:00,2.95,12867.0,United Kingdom,2011-02-14,2011,2,14,0,15,0,5.9,601,655,573,163,27,55
C543841,M,Manual,-1,2011-02-14 11:20:00,21.95,17095.0,United Kingdom,2011-02-14,2011,2,14,0,11,0,-7.960999999999998,3644,1855,1001,1379,27,55
543826,16237,SLEEPING CAT ERASERS,1,2011-02-14 09:41:00,0.42,Unknown,United Kingdom,2011-02-14,2011,2,14,0,9,0,0.42,596,27,1572,1705,27,55
543826,22180,RETROSPOT LAMP,2,2011-02-14 09:41:00,20.79,Unknown,United Kingdom,2011-02-14,2011,2,14,0,9,0,41.58,596,599,1334,1705,27,55
544071,21155,RED RETROSPOT PEG BAG,12,2011-02-15 14:30:00,2.55,16317.0,United Kingdom,2011-02-15,2011,2,15,1,14,0,30.599999999999998,612,172,1287,1157,27,56
544077,84879,ASSORTED COLOUR BIRD ORNAMENT,24,2011-02-15 15:04:00,1.69,14825.0,United Kingdom,2011-02-15,2011,2,15,1,15,0,40.56,613,1678,109,738,27,56
544089,22321,BIRD DECORATION RED RETROSPOT,1,2011-02-15 17:51:00,1.63,Unknown,United Kingdom,2011-02-15,2011,2,15,1,17,0,1.63,614,682,160,1705,27,56
543990,22960,JAM MAKING SET WITH JARS,6,2011-02-15 09:59:00,4.25,15122.0,United Kingdom,2011-02-15,2011,2,15,1,9,0,25.5,604,1117,815,823,27,56
543989,22634,CHILDS BREAKFAST SET SPACEBOY ,24,2011-02-15 09:52:00,8.5,12415.0,Australia,2011-02-15,2011,2,15,1,9,0,179.0,603,898,335,24,0,56
544037,22892,SET OF SALT AND PEPPER TOADSTOOLS,12,2011-02-15 11:31:00,1.25,14961.0,United Kingdom,2011-02-15,2011,2,15,1,11,0,15.0,608,1066,1505,774,27,56
543989,22556,PLASTERS IN TIN CIRCUS PARADE ,96,2011-02-15 09:52:00,1.45,12415.0,Australia,2011-02-15,2011,2,15,1,9,0,139.2,603,836,1197,24,0,56
543989,21191,LARGE WHITE HONEYCOMB PAPER BELL  ,48,2011-02-15 09:52:00,1.69,12415.0,Australia,2011-02-15,2011,2,15,1,9,0,81.12,603,191,880,24,0,56
544035,48138,DOORMAT UNION FLAG,2,2011-02-15 11:30:00,7.95,13893.0,United Kingdom,2011-02-15,2011,2,15,1,11,0,15.9,607,1533,476,454,27,56
544060,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,1,2011-02-15 13:08:00,1.25,13623.0,United Kingdom,2011-02-15,2011,2,15,1,13,0,1.25,611,999,1230,382,27,56
543997,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,2,2011-02-15 10:49:00,0.85,17348.0,United Kingdom,2011-02-15,2011,2,15,1,10,0,1.7,606,147,1511,1447,27,56
543995,22960,JAM MAKING SET WITH JARS,12,2011-02-15 10:45:00,3.75,13408.0,United Kingdom,2011-02-15,2011,2,15,1,10,0,45.0,605,1117,815,316,27,56
544089,22811,SET OF 6 T-LIGHTS CACTI ,1,2011-02-15 17:51:00,5.79,Unknown,United Kingdom,2011-02-15,2011,2,15,1,17,0,5.79,614,1025,1490,1705,27,56
544071,21472,LADYBIRD + BEE RAFFIA FOOD COVER,6,2011-02-15 14:30:00,3.75,16317.0,United Kingdom,2011-02-15,2011,2,15,1,14,0,22.5,612,287,863,1157,27,56
544055,22296,HEART IVORY TRELLIS LARGE,12,2011-02-15 12:48:00,1.65,14035.0,United Kingdom,2011-02-15,2011,2,15,1,12,0,19.799999999999997,610,667,756,489,27,56
